year	state	state_po	state_fips	state_cen	state_ic	office	candidate	party	main parties	writein	candidatevotes	totalvotes	version
1992	Texas	TX	48	74	49	US President	Marrou, Andre	libertarian	other	FALSE	19699	6154018	20171015
1992	Texas	TX	48	74	49	US President			other	TRUE	1652	6154018	20171015
1996	Texas	TX	48	74	49	US President	Perot, Ross	independent	other	FALSE	378537	5611644	20171015
1996	Texas	TX	48	74	49	US President	Browne, Harry	libertarian	other	FALSE	20256	5611644	20171015
1996	Texas	TX	48	74	49	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	7472	5611644	20171015
1996	Texas	TX	48	74	49	US President			other	TRUE	5107	5611644	20171015
1996	Texas	TX	48	74	49	US President	Hagelin, John	natural law	other	FALSE	4422	5611644	20171015
2000	Texas	TX	48	74	49	US President	Nader, Ralph	green	other	FALSE	137994	6407637	20171015
2000	Texas	TX	48	74	49	US President	Browne, Harry	libertarian	other	FALSE	23160	6407637	20171015
2000	Texas	TX	48	74	49	US President		independent	other	FALSE	12394	6407637	20171015
2000	Texas	TX	48	74	49	US President			other	TRUE	704	6407637	20171015
2004	Texas	TX	48	74	49	US President	Badnarik, Michael	libertarian	other	FALSE	38787	7410749	20171015
2004	Texas	TX	48	74	49	US President	Other		other	TRUE	12341	7410749	20171015
2008	Texas	TX	48	74	49	US President	Barr, Bob	libertarian	other	FALSE	56116	8077795	20171015
2008	Texas	TX	48	74	49	US President			other	TRUE	7967	8077795	20171015
2008	Texas	TX	48	74	49	US President	Nader, Ralph	independent	other	TRUE	5751	8077795	20171015
2012	Texas	TX	48	74	49	US President	Johnson, Gary	libertarian	other	FALSE	88580	7993851	20171015
2012	Texas	TX	48	74	49	US President	Stein, Jill	green	other	FALSE	24657	7993851	20171015
2012	Texas	TX	48	74	49	US President			other	TRUE	2647	7993851	20171015
2016	Texas	TX	48	74	49	US President	Johnson, Gary	libertarian	other	FALSE	283492	8969226	20171015
2016	Texas	TX	48	74	49	US President	Stein, Jill	green	other	FALSE	71558	8969226	20171015
2016	Texas	TX	48	74	49	US President			other	TRUE	51261	8969226	20171015
1976	Utah	UT	49	87	67	US President	Carter, Jimmy	democrat	democrat	FALSE	182110	541218	20171015
1980	Utah	UT	49	87	67	US President	Carter, Jimmy	democrat	democrat	FALSE	124266	604152	20171015
1984	Utah	UT	49	87	67	US President	Mondale, Walter	democrat	democrat	FALSE	155369	629656	20171015
1988	Utah	UT	49	87	67	US President	Dukakis, Michael	democrat	democrat	FALSE	207343	647008	20171015
1992	Utah	UT	49	87	67	US President	Clinton, Bill	democrat	democrat	FALSE	183429	743998	20171015
1996	Utah	UT	49	87	67	US President	Clinton, Bill	democrat	democrat	FALSE	221633	665629	20171015
2000	Utah	UT	49	87	67	US President	Gore, Al	democrat	democrat	FALSE	203053	770754	20171015
2004	Utah	UT	49	87	67	US President	Kerry, John	democrat	democrat	FALSE	241199	927844	20171015
2008	Utah	UT	49	87	67	US President	Obama, Barack H.	democrat	democrat	FALSE	327670	952370	20171015
2012	Utah	UT	49	87	67	US President	Obama, Barack H.	democrat	democrat	FALSE	251813	1017440	20171015
2016	Utah	UT	49	87	67	US President	Clinton, Hillary	democrat	democrat	FALSE	310674	1131317	20171015
1976	Utah	UT	49	87	67	US President	Ford, Gerald	republican	republican	FALSE	337908	541218	20171015
1980	Utah	UT	49	87	67	US President	Reagan, Ronald	republican	republican	FALSE	439687	604152	20171015
1984	Utah	UT	49	87	67	US President	Reagan, Ronald	republican	republican	FALSE	469105	629656	20171015
1988	Utah	UT	49	87	67	US President	Bush, George H.W.	republican	republican	FALSE	428442	647008	20171015
1992	Utah	UT	49	87	67	US President	Bush, George H.W.	republican	republican	FALSE	322632	743998	20171015
1996	Utah	UT	49	87	67	US President	Dole, Robert	republican	republican	FALSE	361911	665629	20171015
2000	Utah	UT	49	87	67	US President	Bush, George W.	republican	republican	FALSE	515096	770754	20171015
2004	Utah	UT	49	87	67	US President	Bush, George W.	republican	republican	FALSE	663742	927844	20171015
2008	Utah	UT	49	87	67	US President	McCain, John	republican	republican	FALSE	596030	952370	20171015
2012	Utah	UT	49	87	67	US President	Romney, Mitt	republican	republican	FALSE	740600	1017440	20171015
2016	Utah	UT	49	87	67	US President	Trump, Donald J.	republican	republican	FALSE	515211	1131317	20171015
1976	Utah	UT	49	87	67	US President	Anderson, Thomas J.	american	other	FALSE	13304	541218	20171015
1976	Utah	UT	49	87	67	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	3907	541218	20171015
1976	Utah	UT	49	87	67	US President	Macbride, Roger	liberal party	other	FALSE	2438	541218	20171015
1976	Utah	UT	49	87	67	US President	Maddox, Lester	concerned citizens	other	FALSE	1162	541218	20171015
1976	Utah	UT	49	87	67	US President	Camejo, Peter	independent	other	FALSE	268	541218	20171015
1976	Utah	UT	49	87	67	US President	Hall, Gus	independent	other	FALSE	121	541218	20171015
1980	Utah	UT	49	87	67	US President	Anderson, John B.	independent	other	FALSE	30284	604152	20171015
1980	Utah	UT	49	87	67	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	7156	604152	20171015
1980	Utah	UT	49	87	67	US President	Commoner, Barry	citizens	other	FALSE	1009	604152	20171015
1980	Utah	UT	49	87	67	US President	Greaves, Percy L, Jr.	american	other	FALSE	965	604152	20171015
1980	Utah	UT	49	87	67	US President	Rarick, John	american independent party	other	FALSE	522	604152	20171015
1980	Utah	UT	49	87	67	US President	Hall, Gus	communist party use	other	FALSE	139	604152	20171015
1980	Utah	UT	49	87	67	US President	Deberry, Clifton	socialist workers	other	FALSE	124	604152	20171015
1984	Utah	UT	49	87	67	US President	Bergland, David	libertarian	other	FALSE	2447	629656	20171015
1984	Utah	UT	49	87	67	US President	Dennis, Delmar	american	other	FALSE	1345	629656	20171015
1984	Utah	UT	49	87	67	US President	Johnson, Sonia	citizens	other	FALSE	844	629656	20171015
1984	Utah	UT	49	87	67	US President	Serrette, Dennis	alliance	other	FALSE	220	629656	20171015
1984	Utah	UT	49	87	67	US President	Hall, Gus	communist party use	other	FALSE	184	629656	20171015
1984	Utah	UT	49	87	67	US President	Mason, Melvin	socialist workers	other	FALSE	142	629656	20171015
1988	Utah	UT	49	87	67	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	7473	647008	20171015
1988	Utah	UT	49	87	67	US President	Dennis, Delmar	american	other	FALSE	2158	647008	20171015
1988	Utah	UT	49	87	67	US President	Fulani, Lenora	new alliance	other	FALSE	455	647008	20171015
1988	Utah	UT	49	87	67	US President	Larouche, Lyndon, Jr.	national economic recovery	other	FALSE	427	647008	20171015
1988	Utah	UT	49	87	67	US President	Youngkeit, Louie G.	independent	other	FALSE	372	647008	20171015
1988	Utah	UT	49	87	67	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	209	647008	20171015
1988	Utah	UT	49	87	67	US President	Kenoyer, Willa	socialist	other	FALSE	129	647008	20171015
1992	Utah	UT	49	87	67	US President	Perot, Ross	independent	other	FALSE	203400	743998	20171015
1992	Utah	UT	49	87	67	US President	Gritz, James \\"Bo\"\""	populist	other	FALSE	28602	743998	20171015
1992	Utah	UT	49	87	67	US President	Marrou, Andre	libertarian	other	FALSE	1900	743998	20171015
1992	Utah	UT	49	87	67	US President	Hagelin, John	natural law	other	FALSE	1319	743998	20171015
1992	Utah	UT	49	87	67	US President	Larouche, Lyndon, Jr.	independents for economic recovery	other	FALSE	1089	743998	20171015
1992	Utah	UT	49	87	67	US President	Fulani, Lenora	new alliance	other	FALSE	414	743998	20171015
1992	Utah	UT	49	87	67	US President	Phillips, Howard	taxpayers party	other	FALSE	393	743998	20171015
1992	Utah	UT	49	87	67	US President	Other	american	other	FALSE	292	743998	20171015
1992	Utah	UT	49	87	67	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	200	743998	20171015
1992	Utah	UT	49	87	67	US President	Daniels, Ron	campaign for a new tomorrow	other	FALSE	177	743998	20171015
1992	Utah	UT	49	87	67	US President	Brisben, J. Quinn	socialist workers	other	FALSE	151	743998	20171015
1996	Utah	UT	49	87	67	US President	Perot, Ross	reform party	other	FALSE	66461	665629	20171015
1996	Utah	UT	49	87	67	US President	Nader, Ralph	green	other	FALSE	4615	665629	20171015
1996	Utah	UT	49	87	67	US President	Browne, Harry	libertarian	other	FALSE	4129	665629	20171015
1996	Utah	UT	49	87	67	US President	Phillips, Howard	u.s. taxpayers party	other	FALSE	2601	665629	20171015
1996	Utah	UT	49	87	67	US President	Templin, Diane	independent american	other	FALSE	1290	665629	20171015
1996	Utah	UT	49	87	67	US President	Crane, Peter	independent	other	FALSE	1101	665629	20171015
1996	Utah	UT	49	87	67	US President	Hagelin, John	natural law	other	FALSE	1085	665629	20171015
1996	Utah	UT	49	87	67	US President	Moorehead, Monica	workers world	other	FALSE	298	665629	20171015
1996	Utah	UT	49	87	67	US President	Harris, James	socialist workers	other	FALSE	235	665629	20171015
1996	Utah	UT	49	87	67	US President			other	TRUE	159	665629	20171015
1996	Utah	UT	49	87	67	US President	Dodge, Earl	prohibition	other	FALSE	111	665629	20171015
2000	Utah	UT	49	87	67	US President	Nader, Ralph	green	other	FALSE	35850	770754	20171015
2000	Utah	UT	49	87	67	US President	Buchanan, Patrick \\"Pat\"\""	reform party	other	FALSE	9319	770754	20171015
2000	Utah	UT	49	87	67	US President	Browne, Harry	libertarian	other	FALSE	3616	770754	20171015
2000	Utah	UT	49	87	67	US President	Phillips, Howard	independent american	other	FALSE	2709	770754	20171015
2000	Utah	UT	49	87	67	US President	Hagelin, John	natural law	other	FALSE	763	770754	20171015
2000	Utah	UT	49	87	67	US President	Harris, James	socialist workers	other	FALSE	186	770754	20171015
2000	Utah	UT	49	87	67	US President		no party affiliation	other	FALSE	161	770754	20171015
2000	Utah	UT	49	87	67	US President			other	TRUE	1	770754	20171015
2004	Utah	UT	49	87	67	US President	Nader, Ralph	unaffiliated	other	FALSE	11305	927844	20171015
2004	Utah	UT	49	87	67	US President	Peroutka, Michael	constitution party	other	FALSE	6841	927844	20171015
2004	Utah	UT	49	87	67	US President	Badnarik, Michael	libertarian	other	FALSE	3375	927844	20171015
2004	Utah	UT	49	87	67	US President	Jay, Charles	personal choice	other	FALSE	946	927844	20171015
2004	Utah	UT	49	87	67	US President	Calero, Roger	socialist workers	other	FALSE	393	927844	20171015
2004	Utah	UT	49	87	67	US President	Other		other	TRUE	43	927844	20171015
2008	Utah	UT	49	87	67	US President	Baldwin, Charles \\"Chuck\"\""	constitution party	other	FALSE	12012	952370	20171015
2008	Utah	UT	49	87	67	US President	Nader, Ralph	peace & freedom	other	FALSE	8416	952370	20171015
2008	Utah	UT	49	87	67	US President	Barr, Bob	libertarian	other	FALSE	6966	952370	20171015
2008	Utah	UT	49	87	67	US President	McKinney, Cynthia	green	other	FALSE	982	952370	20171015
2008	Utah	UT	49	87	67	US President	La Riva, Gloria Estella	socialism and liberation party	other	FALSE	262	952370	20171015
2008	Utah	UT	49	87	67	US President			other	TRUE	32	952370	20171015
2012	Utah	UT	49	87	67	US President	Johnson, Gary	libertarian	other	FALSE	12572	1017440	20171015
2012	Utah	UT	49	87	67	US President	Anderson, Ross Carl \\"Rocky\"\""	justice	other	FALSE	5335	1017440	20171015
2012	Utah	UT	49	87	67	US President	Stein, Jill	green	other	FALSE	3817	1017440	20171015
2012	Utah	UT	49	87	67	US President	Goode, Virgil Hamlin, Jr.	constitution party	other	FALSE	2871	1017440	20171015
2012	Utah	UT	49	87	67	US President		no party affiliation	other	FALSE	393	1017440	20171015
2012	Utah	UT	49	87	67	US President			other	TRUE	39	1017440	20171015
2016	Utah	UT	49	87	67	US President	McMullin, Evan	no party affiliation	other	FALSE	255060	1131317	20171015
2016	Utah	UT	49	87	67	US President	Johnson, Gary	libertarian	other	FALSE	39608	1131317	20171015
2016	Utah	UT	49	87	67	US President	Castle, Darrell L.	constitution party	other	FALSE	8032	1131317	20171015
2016	Utah	UT	49	87	67	US President	Kopitke, Kyle Kenley	independent american	other	FALSE	2732	1131317	20171015
1976	Vermont	VT	50	13	6	US President	Carter, Jimmy	democrat	democrat	FALSE	77798	183902	20171015
1980	Vermont	VT	50	13	6	US President	Carter, Jimmy	democrat	democrat	FALSE	81952	213299	20171015
1984	Vermont	VT	50	13	6	US President	Mondale, Walter	democrat	democrat	FALSE	95730	234561	20171015
1988	Vermont	VT	50	13	6	US President	Dukakis, Michael	democrat	democrat	FALSE	115775	243328	20171015
1992	Vermont	VT	50	13	6	US President	Clinton, Bill	democrat	democrat	FALSE	133592	289701	20171015
1996	Vermont	VT	50	13	6	US President	Clinton, Bill	democrat	democrat	FALSE	137894	258449	20171015
2000	Vermont	VT	50	13	6	US President	Gore, Al	democrat	democrat	FALSE	149022	294308	20171015
2004	Vermont	VT	50	13	6	US President	Kerry, John	democrat	democrat	FALSE	184067	312309	20171015
2008	Vermont	VT	50	13	6	US President	Obama, Barack H.	democrat	democrat	FALSE	219262	325046	20171015
2012	Vermont	VT	50	13	6	US President	Obama, Barack H.	democrat	democrat	FALSE	199239	299290	20171015
2016	Vermont	VT	50	13	6	US President	Clinton, Hillary	democrat	democrat	FALSE	178573	320467	20171015
1976	Vermont	VT	50	13	6	US President	Ford, Gerald	republican	republican	FALSE	100387	183902	20171015
1980	Vermont	VT	50	13	6	US President	Reagan, Ronald	republican	republican	FALSE	94628	213299	20171015
1984	Vermont	VT	50	13	6	US President	Reagan, Ronald	republican	republican	FALSE	135865	234561	20171015
1988	Vermont	VT	50	13	6	US President	Bush, George H.W.	republican	republican	FALSE	124331	243328	20171015
1992	Vermont	VT	50	13	6	US President	Bush, George H.W.	republican	republican	FALSE	88122	289701	20171015
1996	Vermont	VT	50	13	6	US President	Dole, Robert	republican	republican	FALSE	80352	258449	20171015
2000	Vermont	VT	50	13	6	US President	Bush, George W.	republican	republican	FALSE	119775	294308	20171015
2004	Vermont	VT	50	13	6	US President	Bush, George W.	republican	republican	FALSE	121180	312309	20171015
2008	Vermont	VT	50	13	6	US President	McCain, John	republican	republican	FALSE	98974	325046	20171015
2012	Vermont	VT	50	13	6	US President	Romney, Mitt	republican	republican	FALSE	92698	299290	20171015
2016	Vermont	VT	50	13	6	US President	Trump, Donald J.	republican	republican	FALSE	95369	320467	20171015
1976	Vermont	VT	50	13	6	US President	McCarthy, Eugene \\"Gene\"\""	independent	other	FALSE	4001	183902	20171015
1976	Vermont	VT	50	13	6	US President	Other		other	FALSE	1090	183902	20171015
1976	Vermont	VT	50	13	6	US President	Camejo, Peter	socialist workers	other	FALSE	430	183902	20171015
1976	Vermont	VT	50	13	6	US President	Larouche, Lyndon, Jr.	u.s. labor	other	FALSE	196	183902	20171015
1980	Vermont	VT	50	13	6	US President	Anderson, John B.	independent	other	FALSE	31761	213299	20171015
1980	Vermont	VT	50	13	6	US President	Commoner, Barry	citizens	other	FALSE	2316	213299	20171015
1980	Vermont	VT	50	13	6	US President	Clark, Edward \\"Ed\"\""	libertarian	other	FALSE	1900	213299	20171015
1980	Vermont	VT	50	13	6	US President			other	TRUE	413	213299	20171015
1980	Vermont	VT	50	13	6	US President	McReynolds, David	socialist	other	FALSE	136	213299	20171015
1980	Vermont	VT	50	13	6	US President	Hall, Gus	communist party use	other	FALSE	118	213299	20171015
1980	Vermont	VT	50	13	6	US President	Deberry, Clifton	socialist workers	other	FALSE	75	213299	20171015
1984	Vermont	VT	50	13	6	US President	Bergland, David	libertarian	other	FALSE	1002	234561	20171015
1984	Vermont	VT	50	13	6	US President	Other		other	FALSE	712	234561	20171015
1984	Vermont	VT	50	13	6	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	423	234561	20171015
1984	Vermont	VT	50	13	6	US President	Serrette, Dennis	alliance	other	FALSE	323	234561	20171015
1984	Vermont	VT	50	13	6	US President	Johnson, Sonia	citizens	other	FALSE	264	234561	20171015
1984	Vermont	VT	50	13	6	US President	Mason, Melvin	socialist workers	other	FALSE	127	234561	20171015
1984	Vermont	VT	50	13	6	US President	Hall, Gus	communist party use	other	FALSE	115	234561	20171015
1988	Vermont	VT	50	13	6	US President	Scattering		other	FALSE	1134	243328	20171015
1988	Vermont	VT	50	13	6	US President	Paul, Ronald \\"Ron\"\""	libertarian	other	FALSE	1000	243328	20171015
1988	Vermont	VT	50	13	6	US President	Larouche, Lyndon, Jr.	independent	other	FALSE	275	243328	20171015
1988	Vermont	VT	50	13	6	US President	Fulani, Lenora	new alliance	other	FALSE	205	243328	20171015
1988	Vermont	VT	50	13	6	US President	Duke, David	populist	other	FALSE	189	243328	20171015
1988	Vermont	VT	50	13	6	US President	Herberg G., Lewin	peace & freedom	other	FALSE	164	243328	20171015
1988	Vermont	VT	50	13	6	US President	Kenoyer, Willa	liberty union party	other	FALSE	142	243328	20171015
1988	Vermont	VT	50	13	6	US President	Warren, James \\"Mac\"\""	socialist workers	other	FALSE	113	243328	20171015
1992	Vermont	VT	50	13	6	US President	Perot, Ross	independent	other	FALSE	65991	289701	20171015
1992	Vermont	VT	50	13	6	US President	Marrou, Andre	libertarian	other	FALSE	501	289701	20171015
1992	Vermont	VT	50	13	6	US President			other	TRUE	488	289701	20171015
1992	Vermont	VT	50	13	6	US President	Other	liberty union party	other	FALSE	329	289701	20171015
